sensorspeed,units,gravity,Accuracy
0.831,4.317,8.435,5
0.761,4.276,8.55,5
0.706,4.19,8.669,5
0.689,3.989,8.729,5
0.685,3.828,8.729,5
0.62,3.634,8.789,5
0.553,3.455,8.957,5
0.496,3.265,9.222,5
0.424,3.124,9.565,5
0.347,3.031,9.95,6
0.294,2.971,10.328,5
0.273,2.952,10.69,5
0.29,2.892,10.96,5
0.302,2.866,11.114,5
0.338,2.794,11.219,5
0.407,2.705,11.044,5
0.484,2.698,10.719,5
0.622,2.696,10.374,5
0.725,2.688,10.01,5
0.788,2.748,9.613,5
0.864,2.784,9.215,5
0.922,2.88,8.892,5
0.97,2.988,8.595,5
1.082,3.093,8.336,5
1.171,3.201,8.061,5
1.271,3.273,7.867,5
1.353,3.275,7.685,5
1.47,3.268,7.484,5
1.594,3.297,7.309,5
1.75,3.292,7.175,5
1.918,3.318,7.123,5
2.069,3.316,7.068,5
2.207,3.299,6.96,5
2.282,3.337,6.826,5
2.265,3.395,6.639,5
2.124,3.45,6.488,6
1.915,3.61,6.33,5
1.642,3.763,6.143,5
1.377,3.943,6.055,5
1.01,4.161,6,5
0.63,4.41,5.849,5
0.266,4.575,5.744,5
0.007,4.683,5.782,5
-0.176,4.812,5.856,5
-0.296,4.922,5.957,5
-0.389,4.98,6.124,5
-0.459,4.977,6.33,5
-0.499,4.98,6.613,5
-0.473,4.975,7.096,5
-0.461,4.92,7.75,5
-0.435,4.886,8.372,5
-0.344,4.858,8.949,5
-0.236,4.793,9.399,5
-0.152,4.764,9.629,5
-0.064,4.783,9.737,5
0.055,4.791,9.636,5
0.206,4.779,9.423,5
0.359,4.759,9.15,5
0.503,4.757,8.885,5
0.558,4.774,8.554,6
0.603,4.81,8.267,5
0.615,4.877,8.023,5
0.606,4.946,7.853,5
0.615,4.987,7.817,5
0.572,5.001,7.795,5
0.484,5.044,7.767,5
0.388,5.066,7.788,5
0.306,5.104,7.819,5
0.256,5.102,7.925,5
0.165,5.018,8.025,5
0.136,4.946,8.164,5
0.105,4.872,8.313,5
0.096,4.755,8.545,5
0.091,4.659,8.854,5
0.098,4.561,9.091,5
0.17,4.518,9.376,5
0.333,4.463,9.581,5
0.486,4.419,9.797,5
0.651,4.393,10.029,5
0.886,4.465,10.18,5
1.089,4.637,10.134,5
1.266,4.927,9.938,5
1.331,5.21,9.555,5
1.252,5.382,9.162,6
1.111,5.303,8.952,5
0.972,4.999,8.703,5
0.651,4.989,8.561,5
0.531,4.989,8.799,5
0.457,4.843,9.158,5
0.359,4.666,9.476,5
0.249,4.503,9.847,5
0.139,4.367,10.23,5
0.01,4.266,10.625,5
-0.09,4.12,11.047,5
-0.092,3.929,11.439,5
-0.1,3.646,11.758,5
-0.095,3.392,12.124,5
-0.066,3.117,12.579,5
-0.054,2.911,12.835,5
-0.131,2.803,12.893,5
-0.112,2.83,12.79,5
-0.059,2.978,12.486,5
0.067,3.246,11.995,5
0.223,3.507,11.296,5
0.438,3.72,10.52,5
0.529,3.845,9.795,5
0.484,3.945,9.115,5
0.467,3.998,8.55,5
0.388,4.039,8.063,6
0.397,4.144,7.671,5
0.395,4.23,7.407,5
0.369,4.331,7.19,5
0.378,4.446,7.144,5
0.292,4.568,7.18,5
0.299,4.652,7.235,5
0.27,4.731,7.285,5
0.254,4.738,7.376,5
0.168,4.736,7.513,5
0.11,4.692,7.647,5
0.077,4.654,7.817,5
-0.025,4.597,7.982,5
-0.109,4.546,8.099,5
-0.2,4.494,8.202,5
-0.193,4.408,8.308,5
-0.179,4.309,8.365,5
-0.162,4.173,8.406,5
-0.145,4.036,8.461,5
-0.09,3.938,8.521,5
-0.028,3.79,8.554,5
0.043,3.656,8.617,5
0.136,3.502,8.629,5
0.227,3.431,8.667,5
0.381,3.287,8.681,6
0.536,3.208,8.66,5
0.673,3.16,8.597,5
0.824,3.124,8.518,5
0.96,3.093,8.449,5
1.061,3.079,8.372,5
1.159,3.122,8.279,5
1.283,3.191,8.164,5
1.36,3.234,8.02,5
1.362,3.301,7.86,5
1.336,3.397,7.594,5
1.336,3.488,7.393,5
1.362,3.584,7.214,5
1.365,3.649,7.015,5
1.343,3.723,6.914,5
1.307,3.847,6.811,5
1.221,3.953,6.759,5
1.144,4.099,6.732,5
1.116,4.23,6.756,5
1.097,4.355,6.854,5
0.979,4.501,6.95,5
0.883,4.625,7.178,5
0.814,4.714,7.374,5
0.773,4.815,7.601,5
0.668,4.898,7.803,5
0.512,4.97,7.889,5
0.357,5.049,7.925,6
0.165,5.135,7.932,5
-0.021,5.219,8.063,5
-0.205,5.32,8.178,5
-0.38,5.43,8.31,5
-0.564,5.466,8.437,5
-0.679,5.468,8.576,5
-0.751,5.483,8.688,5
-0.796,5.483,8.727,5
-0.724,5.442,8.72,5
-0.629,5.387,8.712,5
-0.504,5.317,8.686,5
-0.31,5.214,8.657,5
-0.092,5.078,8.648,5
0.165,4.97,8.688,5
0.405,4.822,8.722,5
0.644,4.7,8.815,5
0.859,4.582,8.866,5
1.025,4.487,8.93,5
1.173,4.4,9.026,5
1.334,4.367,9.059,5
1.46,4.36,9.098,5
1.573,4.343,9.117,5
1.702,4.388,9.182,6
1.803,4.422,9.189,5
1.784,4.46,9.095,5
1.776,4.446,9.026,5
1.695,4.47,8.928,5
1.611,4.46,8.971,5
1.592,4.484,9.036,5
1.556,4.47,9.138,5
1.489,4.422,9.273,5
1.381,4.396,9.416,5
1.223,4.338,9.605,5
1.077,4.23,9.907,5
0.986,4.154,10.206,5
0.962,4.089,10.427,5
0.974,3.998,10.544,5
0.998,3.955,10.621,5
1.104,3.943,10.733,5
1.264,3.974,10.934,5
1.513,4.058,10.977,5
1.712,4.29,10.721,5
1.824,4.506,10.297,5
1.81,4.549,9.826,5
1.724,4.489,9.49,5
1.604,4.381,9.301,5
1.343,4.293,9.237,5
1.008,4.257,9.17,6
0.749,4.302,9.22,5
0.596,4.362,9.483,5
0.419,4.288,9.955,5
0.235,4.209,10.295,5
0.129,4.144,10.613,5
0.065,3.986,10.941,5
0.062,3.852,11.243,5
0.139,3.62,11.399,5
0.244,3.325,11.571,5
0.46,3.009,11.628,5
0.716,2.708,11.593,5
0.982,2.521,11.413,5
1.154,2.418,11.174,5
1.252,2.382,10.807,5
1.401,2.432,10.474,5
1.544,2.581,10.106,5
1.602,2.708,9.675,5
1.7,2.885,9.285,5
1.76,3,8.911,5
1.681,3.062,8.456,5
1.587,3.16,7.917,5
1.551,3.359,7.589,5
1.561,3.567,7.415,5
1.551,3.787,7.264,6
1.53,3.996,7.151,5
1.504,4.132,7.003,5
1.458,4.216,6.924,5
1.355,4.238,7.01,5
1.252,4.161,7.228,5
1.147,4.094,7.494,5
1.097,4.053,7.743,5
0.994,3.962,7.929,5
0.898,3.816,8.152,5
0.737,3.684,8.391,5
0.572,3.603,8.655,5
0.417,3.469,9.064,5
0.225,3.34,9.502,5
0.115,3.184,10.046,5
0.045,3.002,10.702,5
-0.009,2.835,11.293,5
0.017,2.708,11.832,5
0.029,2.569,12.335,5
0.096,2.432,12.727,5
0.191,2.329,12.885,5
0.266,2.234,12.859,5
0.393,2.14,12.56,5
0.508,2.104,12.146,5
0.644,2.097,11.595,5
0.754,2.133,11.016,6
0.869,2.198,10.367,5
0.943,2.298,9.804,5
0.943,2.382,9.268,5
0.917,2.514,8.796,5
0.886,2.583,8.315,5
0.797,2.655,7.92,5
0.752,2.727,7.53,5
0.673,2.803,7.144,5
0.678,2.878,6.823,5
0.737,2.866,6.754,5
0.79,2.83,6.704,5
0.821,2.906,6.57,5
0.891,3.005,6.534,5
0.965,3.117,6.491,5
0.979,3.244,6.419,5
1.003,3.356,6.316,5
0.965,3.455,6.246,5
0.864,3.529,6.213,5
0.718,3.586,6.23,5
0.508,3.644,6.189,5
0.266,3.699,6.273,5
0.045,3.778,6.313,5
-0.169,3.926,6.438,5
-0.279,4.068,6.644,5
-0.301,4.125,6.919,6
-0.277,4.18,7.283,5
-0.408,4.154,7.685,5
-0.499,4.089,8.066,5
-0.595,3.974,8.451,5
-0.631,3.895,8.861,5
-0.602,3.85,9.289,5
-0.468,3.857,9.653,5
-0.322,3.787,9.864,5
-0.193,3.675,9.976,5
-0.03,3.536,10.07,5
0.141,3.33,10.075,5
0.33,3.17,10.041,5
0.491,3.081,9.945,5
0.654,3.098,9.78,5
0.802,3.151,9.677,5
0.871,3.206,9.514,5
0.85,3.364,9.328,5
0.701,3.534,9.131,5
0.543,3.67,8.954,5
0.407,3.761,8.784,5
0.268,3.833,8.712,5
0.146,3.967,8.648,5
0.019,4.06,8.617,5
-0.088,4.106,8.573,5
-0.181,4.154,8.595,6
-0.222,4.199,8.7,5
-0.32,4.142,8.87,5
-0.437,4.099,9.05,5
-0.6,4.005,9.308,5
-0.686,3.948,9.605,5
-0.657,3.862,9.881,5
-0.595,3.754,10.13,5
-0.483,3.658,10.247,5
-0.339,3.582,10.297,5
-0.188,3.553,10.383,5
-0.045,3.488,10.522,5
0.074,3.431,10.498,5
0.232,3.4,10.383,5
0.51,3.553,10.178,5
0.809,3.878,9.883,5
0.982,4.199,9.483,5
0.991,4.441,9.191,5
0.948,4.544,8.985,5
0.79,4.487,8.885,5
0.462,4.388,8.791,5
0.105,4.312,8.72,5
-0.181,4.297,8.648,5
-0.341,4.451,8.581,5
-0.337,4.601,8.559,6
-0.365,4.759,8.569,5
-0.473,4.795,8.629,5
-0.605,4.664,8.686,5
-0.801,4.405,8.767,5
-0.973,4.142,8.923,5
-1.038,3.83,9.129,5
-1.019,3.57,9.318,5
-0.976,3.368,9.538,5
-1.05,3.273,9.833,5
-1.134,3.17,10.087,5
-1.151,3.115,10.281,5
-1.134,2.949,10.573,5
-1.155,2.767,10.759,5
-1.177,2.629,10.755,5
-1.225,2.574,10.752,5
-1.189,2.538,10.731,5
-1.091,2.569,10.676,5
-0.94,2.614,10.565,5
-0.856,2.712,10.369,5
-0.784,2.779,10.103,5
-0.739,2.832,9.749,5
-0.765,2.818,9.337,5
-0.717,2.823,9.033,5
-0.715,2.868,8.748,5
-0.708,2.935,8.636,6
-0.619,2.983,8.609,5
-0.298,2.866,8.54,5
-0.023,2.846,8.49,5
0.306,2.672,8.171,5
0.405,2.808,7.994,5
0.256,3.208,7.891,5
0.084,3.579,7.894,5
-0.04,3.668,8.21,5
-0.076,3.625,8.674,5
-0.112,3.488,9.059,5
-0.183,3.244,9.347,5
-0.394,3.043,9.591,5
-0.622,2.854,9.747,5
-0.741,2.744,9.972,5
-0.885,2.65,10.237,5
-1.024,2.633,10.494,5
-1.115,2.633,10.783,5
-1.153,2.636,11.03,5
-1.287,2.535,11.509,5
-1.369,2.425,11.77,5
-1.313,2.301,11.844,5
-1.158,2.212,11.786,5
-0.969,2.126,11.566,5
-0.689,2.083,11.243,6
-0.365,1.992,11.004,5
-0.109,1.898,10.793,5
0.122,1.858,10.436,5
0.354,1.848,10,5
0.632,1.843,9.636,5
0.927,1.903,9.366,5
1.149,1.927,9.131,5
1.329,2.066,8.894,5
1.408,2.198,8.581,5
1.429,2.337,8.226,5
1.456,2.502,7.903,5
1.377,2.665,7.589,5
1.226,2.866,7.24,5
1.173,3.127,7.056,5
1.108,3.383,6.993,5
1.034,3.641,6.945,5
1.032,3.862,6.917,5
0.984,3.996,6.862,5
0.958,4.056,6.814,5
0.965,4.082,6.754,5
0.95,4.082,6.771,5
0.929,4.039,6.699,5
0.936,4.01,6.675,5
0.984,3.914,6.66,5
1.161,3.754,6.653,6
1.396,3.316,6.874,5
1.147,3.239,7.111,5
0.907,3.232,7.3,5
0.989,3.285,7.913,5
1.044,3.55,8.444,5
0.886,3.859,8.566,5
0.838,3.979,8.607,5
0.979,4.003,8.715,5
1.015,3.95,8.827,5
0.998,3.857,8.882,5
0.984,3.761,9.004,5
0.943,3.711,9.069,5
0.967,3.641,9.112,5
1.056,3.627,9.095,5
1.137,3.629,9.076,5
1.197,3.68,9.031,5
1.228,3.754,8.899,5
1.223,3.842,8.791,5
1.243,3.898,8.763,5
1.384,3.96,8.76,5
1.472,4.024,8.794,5
1.556,4.044,8.775,5
1.621,4.063,8.846,5
1.599,4.084,8.899,5
1.638,4.053,8.971,6
1.652,4.032,9.103,5
1.621,3.996,9.246,5
1.597,3.941,9.376,5
1.606,3.917,9.407,5
1.59,3.838,9.368,5
1.544,3.74,9.287,5
1.518,3.701,9.206,5
1.626,3.701,9.081,5
1.75,3.816,8.957,5
1.884,4,8.712,5
1.992,4.194,8.442,5
1.958,4.374,8.255,5
1.82,4.431,8.116,5
1.499,4.515,8.193,5
1.14,4.633,8.293,5
0.903,4.702,8.459,5
0.709,4.755,8.65,5
0.467,4.74,8.753,5
0.191,4.618,8.77,5
-0.097,4.453,8.693,5
-0.382,4.218,8.729,5
-0.672,3.907,8.93,5
-0.897,3.613,9.323,5
-1.052,3.354,9.888,5
-1.227,3.091,10.58,6
-1.321,2.928,11.281,5
-1.309,2.818,11.844,5
-1.261,2.775,12.287,5
-1.184,2.717,12.701,5
-1.074,2.641,13.005,5
-0.928,2.633,13.072,5
-0.72,2.688,12.909,5
-0.502,2.751,12.529,5
-0.272,2.856,11.923,5
-0.059,2.952,11.236,5
0.069,3.069,10.7,5
0.098,3.208,10.204,5
0.103,3.337,9.79,5
0.096,3.481,9.452,5
0.101,3.649,9.098,5
0.117,3.795,8.758,5
0.11,3.996,8.487,5
0.057,4.168,8.415,5
0.065,4.271,8.461,5
0.101,4.317,8.576,5
0.101,4.326,8.657,5
0.093,4.245,8.794,5
0.091,4.137,8.736,5
0.163,3.955,8.662,5
0.235,3.842,8.564,6
0.321,3.713,8.43,5
0.39,3.567,8.375,5
0.433,3.464,8.372,5
0.455,3.352,8.403,5
0.45,3.261,8.588,5
0.467,3.172,8.913,5
0.498,3.124,9.234,5
0.476,3.062,9.435,5
0.405,2.942,9.622,5
0.309,2.842,9.797,5
0.251,2.705,10.005,5
0.22,2.581,10.237,5
0.184,2.471,10.355,5
0.189,2.396,10.477,5
0.218,2.337,10.544,5
0.232,2.291,10.601,5
0.282,2.279,10.604,5
0.323,2.284,10.47,5
0.395,2.313,10.393,5
0.436,2.375,10.233,5
0.438,2.416,9.907,5
0.419,2.502,9.498,5
0.352,2.528,9.227,5
0.34,2.574,8.93,6
0.395,2.617,8.638,5
0.35,2.712,8.427,5
0.318,2.846,8.178,5
0.338,2.966,8.001,5
0.297,3.124,7.81,5
0.278,3.292,7.589,5
0.242,3.39,7.544,5
0.086,3.45,7.606,5
-0.121,3.639,7.688,5
-0.183,3.878,7.932,5
-0.171,4.197,8.035,5
-0.222,4.384,8.004,5
-0.246,4.427,8.006,5
-0.26,4.441,7.903,5
-0.265,4.384,7.762,5
-0.284,4.271,7.573,5
-0.236,4.159,7.352,5
-0.152,4.02,7.209,5
-0.037,3.926,7.111,5
0.117,3.847,7.096,5
0.189,3.787,7.221,5
0.218,3.754,7.424,5
0.251,3.692,7.743,5
0.292,3.641,8.099,5
0.342,3.55,8.368,6
0.429,3.531,8.667,5
0.496,3.483,8.894,5
0.498,3.464,9.074,5
0.548,3.505,9.234,5
0.594,3.524,9.421,5
0.613,3.507,9.701,5
0.646,3.407,9.95,5
0.584,3.445,10.051,5
0.558,3.536,10.228,5
0.548,3.55,10.369,5
0.577,3.56,10.434,5
0.668,3.512,10.407,5
0.651,3.512,10.206,5
0.663,3.577,9.979,5
0.723,3.605,9.89,5
0.819,3.522,9.826,5
0.917,3.414,9.754,5
0.941,3.321,9.759,5
0.915,3.299,9.644,5
0.888,3.347,9.495,5
0.833,3.479,9.505,5
0.725,3.522,9.627,5
0.627,3.562,9.749,5
0.484,3.567,9.828,5
0.469,3.608,9.78,6
0.529,3.613,9.754,5
0.484,3.672,9.622,5
0.486,3.756,9.538,5
0.589,3.78,9.55,5
0.733,3.845,9.555,5
0.876,4.003,9.428,5
0.96,4.285,9.246,5
0.994,4.539,8.945,5
0.879,4.63,8.564,5
0.682,4.673,8.075,5
0.551,4.666,7.764,5
0.335,4.695,7.609,5
0.098,4.712,7.707,5
-0.059,4.68,7.872,5
-0.176,4.721,7.925,5
-0.389,4.767,7.872,5
-0.638,4.805,7.819,5
-0.808,4.793,7.992,5
-0.966,4.688,8.195,5
-1.179,4.513,8.511,5
-1.455,4.264,8.901,5
-1.565,3.931,9.409,5
-1.579,3.608,10,5
-1.584,3.304,10.558,6
-1.505,3.072,11.157,5
-1.316,2.894,11.672,5
-1.086,2.784,12.105,5
-0.789,2.765,12.416,5
-0.444,2.748,12.615,5
-0.114,2.801,12.529,5
0.105,2.83,12.196,5
0.196,2.825,11.679,5
0.235,2.837,11.099,5
0.23,2.835,10.477,5
0.182,2.861,9.885,5
0.081,2.978,9.462,5
0.002,3.127,9.095,5
-0.033,3.347,8.806,5
-0.104,3.567,8.609,5
-0.155,3.771,8.344,5
-0.236,3.989,8.116,5
-0.291,4.19,7.848,5
-0.315,4.278,7.57,5
-0.327,4.317,7.238,5
-0.358,4.324,7.058,5
-0.353,4.278,7.008,5
-0.325,4.23,6.967,5
-0.339,4.211,7.027,5
-0.334,4.209,7.089,5
-0.349,4.178,7.106,6
-0.329,4.233,7.082,5
-0.298,4.261,7.075,5
-0.289,4.211,7.111,5
-0.274,4.154,7.163,5
-0.159,4.094,7.149,5
-0.092,4.022,7.125,5
-0.016,3.984,7.13,5
0.041,3.945,7.168,5
0.158,3.876,7.252,5
0.247,3.826,7.398,5
0.364,3.749,7.673,5
0.486,3.713,7.929,5
0.632,3.706,8.107,5
0.649,3.73,8.265,5
0.718,3.747,8.38,5
0.792,3.78,8.363,5
0.869,3.804,8.305,5
0.931,3.862,8.296,5
0.905,3.929,8.236,5
0.931,4.027,8.26,5
0.965,4.111,8.217,5
1.027,4.147,8.116,5
1.12,4.202,7.982,6
1.178,4.273,7.81,5
1.233,4.343,7.649,5
1.317,4.408,7.554,5
1.374,4.47,7.546,5
1.379,4.525,7.585,5
1.341,4.597,7.616,5
1.266,4.688,7.69,5
1.228,4.745,7.759,5
1.13,4.793,7.841,5
1.056,4.86,7.87,5
0.977,4.882,7.853,5
0.838,4.867,7.846,5
0.797,4.891,7.838,5
0.61,4.944,7.922,5
0.29,5.047,7.987,5
0.043,5.121,8.08,5
-0.124,5.195,8.265,5
-0.2,5.269,8.394,5
-0.279,5.368,8.444,5
-0.282,5.413,8.514,5
-0.26,5.382,8.597,5
-0.169,5.387,8.621,5
-0.045,5.36,8.657,5
0.146,5.15,8.688,5
0.321,5.087,8.542,6
0.426,5.075,8.554,5
0.673,5.03,8.693,5
0.883,4.951,8.739,5
1.022,4.855,8.698,5
1.137,4.788,8.7,5
1.183,4.803,8.686,5
1.211,4.829,8.727,5
1.238,4.872,8.729,5
1.264,4.855,8.753,5
1.264,4.824,8.741,5
1.204,4.922,8.624,5
1.156,5.035,8.609,5
1.097,5.023,8.588,5
1.01,4.927,8.676,5
0.924,4.92,8.686,5
0.778,4.946,8.799,5
0.613,4.97,8.918,5
0.484,5.011,9.122,5
0.35,5.042,9.308,5
0.239,5.032,9.364,5
0.12,4.982,9.383,5
0.026,4.975,9.411,5
-0.004,4.913,9.414,5
0.033,4.86,9.414,5
0.16,4.874,9.469,5
0.412,4.994,9.493,6
0.658,5.217,9.409,5
0.819,5.399,9.213,5
0.859,5.427,8.832,5
0.713,5.415,8.497,5
0.515,5.293,8.449,5
0.383,5.131,8.612,5
0.297,5.023,8.758,5
0.227,4.977,8.964,5
0.12,4.994,9.191,5
0.072,5.092,9.464,5
0.031,5.159,9.811,5
0.069,5.133,10.091,5
0.031,5.035,10.357,5
-0.064,4.891,10.508,5
-0.136,4.721,10.604,5
-0.136,4.515,10.776,5
-0.128,4.324,10.953,5
-0.136,4.194,11.169,5
-0.138,4.017,11.365,5
-0.109,3.871,11.626,5
-0.114,3.761,11.808,5
-0.04,3.615,11.942,5
0.033,3.536,11.992,5
0.175,3.383,11.952,6
0.405,3.273,11.818,5
0.589,3.203,11.552,5
0.766,3.17,11.166,5
0.922,3.194,10.764,5
1.063,3.225,10.259,5
1.113,3.289,9.874,5
1.147,3.39,9.512,5
1.123,3.474,9.165,5
1.137,3.567,8.863,5
1.128,3.73,8.504,5
1.12,3.893,8.178,5
1.13,4.077,7.886,5
1.152,4.235,7.58,5
1.168,4.295,7.331,5
1.152,4.333,7.135,5
1.132,4.319,6.967,5
1.022,4.278,6.921,5
0.946,4.214,6.993,5
0.962,4.151,7.099,5
0.958,4.07,7.142,5
0.886,3.972,7.216,5
0.814,3.933,7.321,5
0.701,3.799,7.465,5
0.565,3.687,7.659,5
0.419,3.593,7.937,5
0.361,3.536,8.243,6
0.33,3.471,8.528,5
0.354,3.402,8.849,5
0.383,3.337,9.16,5
0.452,3.239,9.519,5
0.433,3.076,9.869,5
0.371,2.988,10.17,5
0.28,2.854,10.467,5
0.323,2.772,10.625,5
0.397,2.7,10.527,5
0.519,2.672,10.362,5
0.692,2.605,10.094,5
0.91,2.533,9.826,5
1.061,2.502,9.555,5
1.199,2.483,9.213,5
1.379,2.514,8.942,5
1.535,2.571,8.715,5
1.652,2.612,8.504,5
1.685,2.698,8.205,5
1.743,2.815,7.829,5
1.719,2.969,7.558,5
1.724,3.074,7.288,5
1.731,3.222,7.084,5
1.762,3.289,6.9,5
1.76,3.366,6.737,6
1.753,3.438,6.5,5
1.764,3.567,6.34,5
1.796,3.677,6.246,5
1.791,3.78,6.172,5
1.748,3.84,6.155,5
1.743,3.893,6.184,5
1.616,3.926,6.258,5
1.444,4.003,6.471,5
1.286,4.024,6.854,5
1.147,4.068,7.247,5
1.075,4.132,7.577,5
1.041,4.163,7.781,5
1.029,4.149,7.894,5
0.943,4.12,7.944,5
0.871,4.068,8.052,5
0.821,4.02,8.133,5
0.824,3.938,8.262,5
0.78,3.91,8.387,5
0.814,3.912,8.504,5
0.776,3.924,8.614,5
0.697,3.948,8.684,5
0.656,3.972,8.832,5
0.642,3.953,9.071,5
0.713,3.965,9.371,6
0.735,3.969,9.502,5
0.709,3.989,9.569,5
0.711,4.008,9.613,5
0.752,4.024,9.557,5
0.766,4.051,9.502,5
0.797,4.094,9.411,5
0.838,4.113,9.404,5
0.828,4.142,9.404,5
0.788,4.159,9.361,5
0.749,4.113,9.364,5
0.79,4.06,9.306,5
0.828,4.084,9.292,5
0.814,4.082,9.313,5
0.852,4.096,9.352,5
0.85,4.12,9.349,5
0.891,4.058,9.354,5
0.855,4.063,9.34,5
0.855,4.051,9.318,5
0.864,4.034,9.277,5
0.857,4.046,9.361,5
0.821,4.113,9.397,5
0.855,4.187,9.603,5
0.924,4.343,9.809,5
1.104,4.592,9.897,5
1.295,4.848,9.833,6
1.379,5.099,9.586,5
1.374,5.233,9.22,5
1.324,5.224,8.913,5
1.293,5.135,8.684,5
1.144,4.999,8.55,5
0.984,4.996,8.423,5
0.804,5.035,8.248,5
0.644,5.042,8.143,5
0.424,5.013,8.183,5
0.079,4.934,8.442,5
-0.181,4.776,8.748,5
-0.303,4.606,9.064,5
-0.492,4.343,9.495,5
-0.696,4.103,10.048,5
-0.782,3.814,10.544,5
-0.751,3.555,11.243,5
-0.815,3.277,11.923,5
-0.808,3.036,12.442,5
-0.732,2.844,12.859,5
-0.66,2.772,13.005,5
-0.545,2.791,12.988,5
-0.423,2.863,12.708,5
-0.387,2.976,12.225,5
-0.334,3.148,11.583,5
-0.294,3.253,10.956,6
-0.262,3.34,10.36,5
-0.229,3.469,9.83,5
-0.217,3.56,9.361,5
-0.334,3.603,9.038,5
-0.428,3.637,8.734,5
-0.375,3.737,8.408,5
-0.27,3.859,8.15,5
-0.176,3.953,8.054,5
-0.059,4.012,8.006,5
0.019,4.024,7.915,5
0.05,4.056,7.815,5
0.002,4.06,7.781,5
-0.145,4.075,7.86,5
-0.219,4.051,7.85,5
-0.32,4.051,7.738,5
-0.373,4.087,7.702,5
-0.353,4.108,7.676,5
-0.267,4.091,7.716,5
-0.404,4.075,7.81,5
-0.595,4.027,7.793,5
-0.662,3.933,7.791,5
-0.729,3.89,7.848,5
-0.765,3.802,7.927,5
-0.777,3.747,8.044,5
-0.799,3.663,8.143,6
-0.751,3.589,8.291,5
-0.684,3.498,8.454,5
-0.564,3.421,8.54,5
-0.452,3.316,8.538,5
-0.26,3.325,8.559,5
-0.071,3.311,8.504,5
0.103,3.275,8.427,5
0.297,3.27,8.243,5
0.486,3.318,8.09,5
0.678,3.347,7.939,5
0.754,3.352,7.769,5
0.859,3.459,7.475,5
0.989,3.553,7.238,5
1.073,3.663,6.957,5
1.13,3.795,6.665,5
1.187,3.902,6.38,5
1.247,4.017,6.088,5
1.317,4.168,5.866,5
1.302,4.29,5.748,5
1.281,4.446,5.755,5
1.226,4.575,5.796,5
1.147,4.719,5.964,5
1.061,4.817,6.258,5
0.943,4.908,6.627,6
0.905,5.001,6.945,5
0.907,5.04,7.211,5
0.898,5.032,7.41,5
0.962,5.018,7.618,5
1.051,4.98,7.838,5
1.087,4.946,8.078,5
1.125,4.834,8.32,5
1.113,4.743,8.533,5
1.046,4.724,8.703,5
0.967,4.709,8.825,5
0.91,4.755,8.928,5
0.886,4.771,9.024,5
0.852,4.759,9.069,5
0.721,4.807,9.222,5
0.608,4.843,9.304,5
0.474,4.882,9.385,5
0.388,4.858,9.486,5
0.314,4.824,9.581,5
0.354,4.771,9.641,5
0.424,4.7,9.682,5
0.531,4.64,9.723,5
0.673,4.606,9.73,5
0.836,4.601,9.701,5
1.017,4.594,9.589,5
1.142,4.618,9.548,6
1.209,4.604,9.514,5
1.281,4.568,9.51,5
1.278,4.566,9.541,5
1.252,4.575,9.718,5
1.144,4.592,9.962,5
1.037,4.616,10.103,5
0.907,4.64,10.271,5
0.828,4.654,10.441,5
0.761,4.647,10.537,5
0.692,4.649,10.642,5
0.598,4.604,10.668,5
0.558,4.546,10.752,5
0.541,4.532,10.707,5
0.553,4.577,10.671,5
0.716,4.709,10.585,5
0.905,4.934,10.343,5
0.967,5.157,9.969,5
0.955,5.236,9.471,5
0.857,5.181,9.107,5
0.699,5.073,8.913,5
0.598,4.903,8.868,5
0.584,4.834,9.064,5
0.613,4.858,9.323,5
0.639,4.903,9.617,6
0.716,4.91,9.883,5
0.788,4.838,10.178,5
0.927,4.678,10.297,5
1.051,4.491,10.304,5
1.19,4.314,10.307,5
1.36,4.175,10.374,5
1.556,4.032,10.419,5
1.693,3.859,10.448,5
1.736,3.713,10.458,5
1.755,3.514,10.51,5
1.75,3.33,10.494,5
1.673,3.189,10.417,5
1.48,3.074,10.424,5
1.305,3,10.474,5
1.116,2.947,10.453,5
0.95,2.961,10.431,5
0.73,3.005,10.393,5
0.579,3.031,10.292,5
0.51,3.129,10.175,5
0.414,3.28,10.075,5
0.417,3.407,10.044,5
0.515,3.5,9.902,5
0.63,3.582,9.644,5
0.843,3.639,9.306,5
1.022,3.689,8.868,6
1.178,3.706,8.387,5
1.35,3.773,7.977,5
1.496,3.811,7.539,5
1.551,3.826,7.281,5
1.573,3.859,7.202,5
1.654,3.902,7.228,5
1.733,3.859,7.285,5
1.729,3.802,7.424,5
1.666,3.766,7.757,5
1.583,3.761,8.241,5
1.482,3.759,8.669,5
1.401,3.749,8.978,5
1.264,3.749,9.165,5
1.159,3.766,9.191,5
1.073,3.701,9.265,5
0.888,3.593,9.244,5
0.713,3.553,9.184,5
0.598,3.404,9.052,5
0.567,3.299,8.897,5
0.589,3.201,8.782,5
0.754,3.191,8.561,5
0.84,3.361,8.475,5
1.099,3.359,8.533,5
1.295,3.246,8.466,5
1.365,3.155,8.293,6
1.42,3.11,8.154,5
1.47,3.158,7.98,5
1.494,3.27,7.783,5
1.527,3.301,7.635,5
1.573,3.366,7.522,5
1.539,3.373,7.367,5
1.618,3.421,7.302,5
1.753,3.471,7.266,5
1.803,3.5,7.293,5
